id_alimento,nombre,categoria,kcal_100g,proteinas_100g,grasas_100g,carbs_100g
1,Aceite comestible mezcla,aceites,900,0.0,100.0,0.0
2,Aceite de canola,aceites,900,0.0,100.0,0.0
3,Aceite de chía,aceites,892,0.0,99.1,0.0
4,Aceite de coco,aceites,900,0.0,100.0,0.0
5,Aceite de girasol,aceites,900,0.0,100.0,0.0
6,Aceite de girasol alto oleico,aceites,900,0.0,100.0,0.0
7,Aceite de maíz,aceites,900,0.0,100.0,0.0
8,Aceite de oliva,aceites,900,0.0,100.0,0.0
9,Aceite de sésamo,aceites,900,0.0,100.0,0.0
10,Aceite de soja,aceites,900,0.0,100.0,0.0
11,Aceite de uva,aceites,900,0.0,100.0,0.0
12,Aceite mezcla con oliva,aceites,900,0.0,100.0,0.0
13,Rocío vegetal,aceites,900,0.0,100.0,0.0
14,Alimento a base de almendras (leche de almendras),frutas secas y semillas,36,0.4,1.0,6.2
15,Almendra,frutas secas y semillas,570,21.2,49.9,9.1
16,Avellana,frutas secas y semillas,631,12.7,60.9,8.0
17,Maní tostado salado,frutas secas y semillas,596,24.4,49.7,12.9
18,Maní tostado sin sal,frutas secas y semillas,596,24.4,49.7,12.9
19,Mantequilla de maní,frutas secas y semillas,607,21.9,49.5,18.3
20,"Mix de frutos secos, semillas y pasas de uva",frutas secas y semillas,515,14.1,36.1,33.5
21,Nuez,frutas secas y semillas,690,13.9,67.4,7.0
22,Pistacho salado,frutas secas y semillas,566,21.1,45.8,17.3
23,Semilla de amapola,frutas secas y semillas,481,18.0,41.6,8.6
24,Semilla de chía,frutas secas y semillas,374,16.5,30.7,7.7
25,Semilla de girasol,frutas secas y semillas,592,20.8,51.5,11.4
26,Semilla de girasol con sal y con cáscara,frutas secas y semillas,586,19.3,49.8,15.1
27,Semilla de lino,frutas secas y semillas,459,18.3,42.2,1.6
28,Semilla de sésamo,frutas secas y semillas,565,17.7,49.7,11.7
29,Semilla de zapallo,frutas secas y semillas,581,30.2,49.1,4.7
30,Azúcar blanca molida,azúcares mermeladas y dulces,400,0.0,0.0,100.0
31,Azúcar impalpable,azúcares mermeladas y dulces,399,0.0,0.0,99.8
32,Azúcar morena / azúcar mascabo,azúcares mermeladas y dulces,393,0.1,0.0,98.1
33,Dulce de batata,azúcares mermeladas y dulces,255,0.9,0.1,62.5
34,Dulce de batata light,azúcares mermeladas y dulces,164,0.9,0.0,40.0
35,Dulce de leche,azúcares mermeladas y dulces,315,6.5,6.6,57.4
36,Dulce de leche light,azúcares mermeladas y dulces,287,5.5,0.5,65.0
37,Dulce de membrillo,azúcares mermeladas y dulces,269,0.4,0.1,66.7
38,Dulce de membrillo light,azúcares mermeladas y dulces,160,0.0,0.0,40.0
39,Glucosa,azúcares mermeladas y dulces,339,0.0,0.0,84.7
40,Jalea tipo membrillo,azúcares mermeladas y dulces,277,0.2,0.0,69.0
41,Kero o melaza,azúcares mermeladas y dulces,300,0.0,0.1,74.7
42,Mermelada de frutas,azúcares mermeladas y dulces,273,0.4,0.1,67.8
43,Mermelada de frutas light,azúcares mermeladas y dulces,145,0.0,0.1,36.1
44,Miel,azúcares mermeladas y dulces,330,0.3,0.0,82.2
45,Alfajor de arroz,golosinas y chocolates,486,6.8,26.8,54.5
46,Alfajor de chocolate,golosinas y chocolates,411,6.3,14.1,64.6
47,Alfajor de chocolate con relleno tipo mousse,golosinas y chocolates,540,7.4,31.0,57.8
48,Alfajor de dulce de leche,golosinas y chocolates,381,6.6,8.9,68.5
49,Alfajor de fruta,golosinas y chocolates,387,2.2,8.9,74.5
50,Alfajor de maicena,golosinas y chocolates,405,6.3,13.4,64.9
51,Alfajor de miel,golosinas y chocolates,303,7.6,3.2,60.9
52,Alfajor light,golosinas y chocolates,300,6.7,10.0,45.7
53,Bananita con cobertura de chocolate,golosinas y chocolates,379,2.9,10.0,69.3
54,Baño de repostería para cubrir tortas,golosinas y chocolates,564,7.8,37.0,50.0
55,Barra de arroz rellena bañada,golosinas y chocolates,501,10.0,24.5,60.0
56,Barra de chocolate tipo Kinder,golosinas y chocolates,552,9.6,34.0,52.0
57,Bocadito con dulce de leche tipo Cabsha,golosinas y chocolates,427,5.3,13.1,72.2
58,Bombón tipo Bon O Bon,golosinas y chocolates,556,10.0,36.0,48.0
59,Bombones de fruta,golosinas y chocolates,327,0.3,0.1,81.1
60,Cacao amargo*,golosinas y chocolates,285,19.6,13.7,20.9
61,Cacao en polvo sin fortificar*,golosinas y chocolates,383,6.7,4.0,80.0
62,Cacao en polvo tipo Nesquick*,golosinas y chocolates,336,5.4,0.0,78.6
63,Caramelos duros,golosinas y chocolates,394,0.0,0.2,98.0
64,Caramelos duros light,golosinas y chocolates,236,0.0,0.0,98.6
65,Caramelos masticables,golosinas y chocolates,398,0.9,6.0,85.1
66,Caramelos rellenos,golosinas y chocolates,394,0.0,0.2,98.0
67,Chicles,golosinas y chocolates,380,0.0,0.3,94.3
68,Chicles sin azúcar,golosinas y chocolates,256,0.0,0.4,63.0
69,Chocolate 60% cacao o más,golosinas y chocolates,547,6.1,38.3,44.4
70,Chocolate amargo,golosinas y chocolates,575,14.3,52.3,11.8
71,Chocolate blanco,golosinas y chocolates,548,5.9,32.1,59.0
72,Chocolate con almendras,golosinas y chocolates,534,9.0,34.4,47.2
73,Chocolate con maní,golosinas y chocolates,542,10.2,33.2,50.5
74,Chocolate light,golosinas y chocolates,566,10.0,35.9,50.6
75,Chocolate para taza,golosinas y chocolates,519,4.2,30.0,58.0
76,Chocolatín / chocolate con leche,golosinas y chocolates,522,7.7,29.7,56.0
77,Chupetín,golosinas y chocolates,394,0.0,0.2,98.0
78,Conito de dulce de leche enva sado,golosinas y chocolates,413,5.4,17.1,59.5
79,Cubanito relleno,golosinas y chocolates,506,5.6,22.2,71.0
80,Garrapiñada de maní,golosinas y chocolates,539,15.5,33.7,43.3
81,Gomitas de gelatina,golosinas y chocolates,374,0.0,0.1,93.4
82,Huevo de chocolate tipo Kinder,golosinas y chocolates,538,8.0,34.0,50.0
83,Lentejas de chocolate,golosinas y chocolates,485,5.2,20.0,71.0
84,Maní con chocolate,golosinas y chocolates,534,13.1,33.5,45.0
85,Medallón de menta y chocolate,golosinas y chocolates,545,5.0,24.0,77.1
86,Merengues / merenguitos,golosinas y chocolates,347,5.8,0.1,80.8
87,Minitorta bañada,golosinas y chocolates,403,7.6,17.0,55.0
88,Oblea bañada tipo Kit Kat,golosinas y chocolates,514,6.5,26.0,63.6
89,Obleas bañadas tipo Nugaton,golosinas y chocolates,514,6.5,26.0,63.6
90,Pasas de uva con chocolate,golosinas y chocolates,411,4.1,14.8,65.3
91,Pastillas,golosinas y chocolates,336,0.0,0.0,84.0
92,Pastillas sin azúcar,golosinas y chocolates,380,0.0,0.0,95.0
93,"Postre a base de pasta de maní, tipo Mantecol",golosinas y chocolates,526,13.5,32.0,46.0
94,Rhodesia,golosinas y chocolates,519,4.0,29.3,59.9
95,Tableta de dulce de leche,golosinas y chocolates,339,6.0,6.0,65.2
96,Tableta de dulce de leche light,golosinas y chocolates,316,5.9,0.0,73.2
97,Tita,golosinas y chocolates,506,5.7,24.0,66.7
98,"Crema chantilly (lista para consumir, aerosol o industrial prepa rada)",grasas,263,3.2,22.2,12.5
99,Crema de leche,grasas,347,2.8,36.1,2.8
100,Crema light,grasas,299,2.2,30.9,3.0
101,Grasa de cerdo,grasas,898,0.0,99.8,0.0
102,Grasa de pollo,grasas,626,3.7,68.0,0.0
103,Grasa vacuna,grasas,899,0.0,99.9,0.0
104,Manteca,grasas,758,0.5,84.0,0.1
105,Manteca light,grasas,509,3.3,55.1,0.0
106,Margarina (en pote y en pan),grasas,559,0.2,61.7,0.7
107,Margarina untable light,grasas,472,0.2,52.0,0.9
108,Chicharrón,snacks salados,458,33.9,35.1,1.7
109,Maní japonés,snacks salados,523,18.8,30.0,44.5
110,Nachos,snacks salados,499,7.4,27.4,55.7
111,Palitos aireados de harina de maíz o de colores,snacks salados,552,5.8,35.8,51.9
112,Palitos salados,snacks salados,528,7.2,32.4,52.0
113,Papas fritas de copetín,snacks salados,534,6.4,34.0,50.7
114,Snacks saborizados salados a base de maíz,snacks salados,548,7.1,30.0,62.4
115,"Snacks saborizados salados a base de sémola de arroz, hornea dos, tipo Palitos de arroz / aros de cebolla",snacks salados,461,8.0,22.8,56.0
116,Aceto balsámico,aderezos,70,0.5,0.0,17.0
117,Aderezo Caesar o Ranch,aderezos,380,2.2,40.0,2.8
118,Aderezo para ensaladas light,aderezos,18,0.0,0.0,4.6
119,"Jugo de limón, envasado",aderezos,22,0.5,0.1,4.9
120,Ketchup,aderezos,113,1.0,0.1,27.1
121,Mayonesa,aderezos,391,0.6,40.0,7.1
122,Mayonesa de soja,aderezos,212,0.6,19.2,9.2
123,Mayonesa light,aderezos,270,0.9,19.0,10.0
124,Mostaza,aderezos,52,3.7,3.3,1.8
125,"Salsa a base de tomate en tetra brick o sachet, lista para consumir (ej: pomarola, napolitana, con o sin verdeo, etc.)",aderezos,42,1.0,1.3,6.6
126,Salsa agridulce,aderezos,154,0.3,0.0,38.1
127,Salsa barbacoa,aderezos,168,0.8,0.6,39.9
128,Salsa blanca en polvo envasada,aderezos,347,8.2,8.7,59.0
129,Salsa chimichurri envasada,aderezos,23,0.0,0.0,5.8
130,Salsa de soja,aderezos,62,7.0,0.5,7.3
131,"Salsa deshidratada varios sabores, polvo",aderezos,349,9.5,11.9,51.0
132,Salsa Golf,aderezos,320,0.9,29.4,12.8
133,Vinagre,aderezos,1,0.0,0.0,0.3
134,Caldos en cubo,caldos y sopas industriales,269,4.4,20.6,16.5
135,Caldos en polvo,caldos y sopas industriales,107,4.1,1.4,19.4
136,Caldos en polvo light,caldos y sopas industriales,171,18.0,3.0,18.0
137,Caldos en polvo sin sal light,caldos y sopas industriales,345,9.0,1.4,74.0
138,Saborizador en cubos,caldos y sopas industriales,366,6.0,26.0,27.0
139,Saborizador en polvo,caldos y sopas industriales,160,0.0,0.0,40.0
140,Sopa crema instantánea prepa rada,caldos y sopas industriales,19,0.2,0.3,3.9
141,"Sopa crema instantánea, polvo para preparar (sabores varios)",caldos y sopas industriales,350,4.4,5.9,69.7
142,"Sopa crema instantánea, polvo para preparar light (sabores va rios)",caldos y sopas industriales,307,6.1,4.3,60.9
143,Sopa crema preparada a partir de polvo premezcla light,caldos y sopas industriales,23,0.7,0.2,4.6
144,Sopa crema preparada a partir de polvo premezcla sin sal light,caldos y sopas industriales,23,0.7,0.2,4.6
145,Sopa de fideos deshidratada en vasada para preparar,caldos y sopas industriales,450,10.9,18.7,59.4
146,"Sopa de vegetales instantánea, polvo para preparar",caldos y sopas industriales,351,3.6,6.7,69.0
147,Arroz con leche envasado listo para consumir,postres industriales y helados,126,3.1,2.8,22.2
148,Bombón helado,postres industriales y helados,328,4.1,24.1,23.7
149,Gelatina envasada lista para consumir,postres industriales y helados,87,1.7,0.0,20.0
150,"Gelatina light, preparada a partir de polvo",postres industriales y helados,8,1.5,0.0,0.5
151,Gelatina preparada a partir de polvo,postres industriales y helados,14,1.5,0.0,1.9
152,Helado de agua (heladería),postres industriales y helados,112,0.2,0.1,27.5
153,Helado de agua (palito),postres industriales y helados,82,0.0,0.0,20.6
154,Helado de crema (heladería),postres industriales y helados,213,3.7,11.0,25.0
155,Helado de crema envasado,postres industriales y helados,178,1.4,6.3,28.9
156,"Helado envasado con cucurucho, PROMEDIO",postres industriales y helados,262,3.2,12.8,33.5
157,Polvo para preparar helado,postres industriales y helados,418,1.7,13.0,73.6
158,Polvo para preparar postre lácteo,postres industriales y helados,369,0.3,0.0,91.9
159,"Polvo para preparar postre lácteo, light",postres industriales y helados,343,0.0,0.0,85.7
160,Sal,sales,0,0.0,0.0,0.0
161,"Sal dietética o modificada, PRO MEDIO",sales,0,0.0,0.0,0.0
162,"Sal dietética, sin sodio",sales,0,0.0,0.0,0.0
163,Sal Marina,sales,0,0.0,0.0,0.0
164,"Sal modificada, 33% Cloruro de sodio",sales,0,0.0,0.0,0.0
165,"Sal modificada, 66% Cloruro de sodio",sales,0,0.0,0.0,0.0
166,"Acelga, cruda",verduras,18,1.8,0.2,2.1
167,"Acelga, hervida",verduras,16,1.9,0.1,2.0
168,"Acelga, pencas, crudas",verduras,8,1.2,0.1,0.6
169,"Acelga, pencas, hervidas",verduras,8,1.2,0.1,0.6
170,"Achicoria, cruda",verduras,12,1.6,0.3,0.7
171,"Achicoria, hervida",verduras,12,1.6,0.3,0.7
172,Ají en conserva,verduras,20,1.1,0.3,3.2
173,"Ají rojo / morrón rojo, crudo",verduras,22,1.0,0.3,3.9
174,"Ají rojo / morrón rojo, rehogado",verduras,22,1.0,0.3,3.9
175,"Ají verde o amarillo / morrón verde o amarillo, crudo",verduras,17,0.9,0.2,2.9
176,"Ají verde o amarillo / morrón verde o amarillo, rehogado",verduras,17,0.9,0.2,2.9
177,"Ajo, crudo",verduras,91,4.4,0.2,17.9
178,"Albahaca, cruda",verduras,23,3.2,0.6,1.1
179,"Alcaparras, encurtido",verduras,24,2.4,0.9,1.7
180,"Alcaucil, crudo",verduras,41,2.9,0.4,6.5
181,"Alcaucil, hervido",verduras,40,2.9,0.3,6.3
182,"Apio, crudo",verduras,10,0.7,0.2,1.4
183,"Apio, hervido",verduras,14,0.8,0.2,2.4
184,"Arveja, enlatada",verduras,104,6.0,0.8,18.3
185,"Arveja, fresca, cruda",verduras,83,8.9,0.4,10.9
186,"Arveja, fresca, hervida",verduras,64,5.4,0.2,10.1
187,"Berenjena, cruda",verduras,16,1.1,0.2,2.5
188,"Berenjena, hervida",verduras,30,0.8,0.2,6.2
189,"Berro, crudo",verduras,18,1.7,0.3,2.2
190,"Brócoli, crudo",verduras,27,3.3,0.2,2.9
191,"Brócoli, hervido",verduras,29,2.4,0.4,3.9
192,"Brotes de soja, crudo",verduras,30,3.0,0.2,4.1
193,"Brotes de soja, rehogado",verduras,54,4.3,0.2,8.7
194,"Cebolla de verdeo, cruda",verduras,28,1.8,0.2,4.7
195,"Cebolla de verdeo, rehogada",verduras,29,1.9,0.2,4.9
196,"Cebolla, cruda",verduras,36,1.1,0.1,7.6
197,"Cebolla, rehogada",verduras,36,1.1,0.1,7.6
198,"Champignones, enlatados",verduras,21,1.9,0.3,2.7
199,"Champignones, frescos, crudos",verduras,24,3.1,0.3,2.3
200,"Chaucha, fresca, cruda",verduras,29,2.4,0.2,4.3
201,"Chaucha, fresca, hervida",verduras,29,1.9,0.3,4.7
202,"Chuchu o chayote, crudo",verduras,16,0.8,0.1,2.8
203,"Coliflor, crudo",verduras,23,2.4,0.2,2.9
204,"Coliflor, hervido",verduras,19,1.8,0.5,1.8
205,"Escarola, cruda",verduras,12,1.6,0.2,0.9
206,"Espárrago, crudo",verduras,18,2.2,0.2,1.8
207,"Espárrago, hervido",verduras,20,2.4,0.2,2.1
208,"Espinaca, cruda",verduras,21,2.86,0.39,1.43
209,"Espinaca, hervida",verduras,20,2.97,0.26,1.35
210,"Habas, cruda",verduras,95,6.7,0.8,15.3
211,"Habas, hervida",verduras,95,6.7,0.8,15.3
212,"Hakusai o col china, crudo",verduras,13,1.5,0.2,1.2
213,"Hinojo, crudo",verduras,24,1.2,0.2,4.2
214,"Hinojo, hervido",verduras,24,1.2,0.2,4.2
215,"Hongos, enlatados",verduras,21,1.9,0.3,2.7
216,"Hongos, frescos, crudos",verduras,24,3.1,0.3,2.3
217,"Hongos, frescos, rehogados",verduras,25,3.6,0.33,2.24
218,"Hongos, secos",verduras,303,9.6,1.0,63.9
219,"Jardinera, enlatada",verduras,67,3.7,0.2,12.5
220,Jengibre,verduras,77,1.8,0.8,15.8
221,"Kale, crudo",verduras,26,2.9,1.5,0.3
222,"Lechuga, cruda",verduras,12,1.2,0.2,1.4
223,"Mandioca, cruda",verduras,153,1.4,0.3,36.3
224,"Mandioca, hervida",verduras,153,1.4,0.3,36.3
225,Medallones de verdura congela dos industrializados,verduras,222,10.0,4.7,35.0
226,"Palmitos, enlatados",verduras,25,2.5,0.6,2.2
227,"Pepino, crudo",verduras,12,0.7,0.1,2.0
228,"Perejil, crudo",verduras,47,3.7,1.0,5.7
229,"Pickles, en vinagre",verduras,7,0.3,0.2,1.1
230,"Prefritos congelados, patitas de vegetales (espinaca)",verduras,225,5.4,12.1,23.7
231,"Puerro, crudo",verduras,38,2.5,0.4,6.1
232,"Puerro, hervido",verduras,32,0.81,0.2,6.62
233,"Rabanito, crudo",verduras,23,1.3,0.1,4.2
234,"Radicheta, cruda",verduras,14,2.2,0.3,0.7
235,"Remolacha, cruda",verduras,44,2.4,0.2,8.3
236,"Remolacha, hervida",verduras,40,1.68,0.18,7.96
237,"Repollito de Bruselas, crudos",verduras,43,4.4,0.5,5.1
238,"Repollito de Bruselas, hervidos",verduras,33,2.6,0.5,4.5
239,"Repollo, crudo",verduras,19,1.3,0.1,3.3
240,"Repollo, hervido",verduras,20,1.3,0.1,3.6
241,"Rúcula, cruda",verduras,24,2.6,0.7,2.1
242,"Tomate, crudo",verduras,17,1.0,0.2,2.9
243,"Tomate, desecado",verduras,257,14.1,3.0,43.5
244,"Tomate, enlatado",verduras,12,0.8,0.3,1.6
245,"Tomate, hervido",verduras,18,1.0,0.11,3.3
246,"Tomate, puré de tomate",verduras,37,1.7,0.2,7.1
247,"Tomate, puré de tomate, hervido",verduras,42,1.9,0.2,8.0
248,"Tomates cherry, crudos",verduras,23,1.1,0.5,3.6
249,"Verdolaga, cruda",verduras,19,2.0,0.4,1.8
250,"Verdolaga, hervida",verduras,17,2.0,0.4,1.3
251,"Zanahoria, cruda",verduras,43,1.1,0.2,9.2
252,"Zanahoria, hervida",verduras,26,0.8,0.2,5.2
253,"Zapallito, crudo",verduras,15,0.8,0.3,2.1
254,"Zapallito, hervido",verduras,15,1.1,0.4,1.7
255,"Zapallo, crudo",verduras,36,1.0,0.1,7.8
256,"Zapallo, hervido",verduras,28,0.7,0.1,6.2
257,"Zucchini, crudo",verduras,16,1.2,0.3,2.1
258,"Zucchini, hervido",verduras,16,1.2,0.3,2.1
259,"Agua saborizada Aquarius, varios sabores",bebidas con azúcar,30,0.0,0.0,7.5
260,"Agua saborizada Awafrut, varios sabores",bebidas con azúcar,14,0.0,0.0,3.5
261,"Agua saborizada con azúcar, PRO MEDIO",bebidas con azúcar,21,0.0,0.0,5.3
262,"Agua saborizada Levité, varios sa bores",bebidas con azúcar,20,0.0,0.0,5.0
263,"Agua saborizada tipo Sierra de los Padres, Manaos, otros",bebidas con azúcar,34,0.0,0.0,8.5
264,Amargo serrano,bebidas con azúcar,80,0.0,0.0,20.0
265,Bebida a base de soja sabor natural,bebidas con azúcar,40,2.6,1.5,4.0
266,"Bebida a base de soja y jugo, varios sabores",bebidas con azúcar,33,0.6,0.3,7.0
267,"Bebida a base de soja y jugo, varios sabores light",bebidas con azúcar,16,0.6,0.3,2.6
268,"Gaseosa con azúcar, PROMEDIO",bebidas con azúcar,40,0.0,0.0,10.0
269,"Gatorade, varios sabores",bebidas con azúcar,28,0.0,0.0,7.0
270,"Jugo concentrado con azúcar, para diluir",bebidas con azúcar,22,0.0,0.0,5.4
271,Jugo congelado con azúcar en sachet,bebidas con azúcar,100,0.0,0.0,25.0
272,"Jugo de fruta envasado, varios sa bores",bebidas con azúcar,49,0.2,0.0,12.2
273,Jugo en polvo con azúcar,bebidas con azúcar,322,0.0,0.0,80.6
274,"Powerade, varios sabores",bebidas con azúcar,24,0.0,0.0,6.0
275,Agua saborizada Flip light,bebidas sin azúcar,17,0.0,0.0,4.2
276,"Agua saborizada H2O, varios sa bores",bebidas sin azúcar,0,0.0,0.0,0.0
277,"Agua saborizada Levité Cero, va rios sabores light",bebidas sin azúcar,0,0.0,0.0,0.0
278,"Agua saborizada light, PROMEDIO",bebidas sin azúcar,1,0.0,0.0,0.3
279,Agua saborizada We o Ser ligth,bebidas sin azúcar,0,0.0,0.0,0.0
280,Amargo serrano light,bebidas sin azúcar,0,0.0,0.0,0.0
281,"Gaseosa light, PROMEDIO",bebidas sin azúcar,0,0.0,0.0,0.0
282,"Gatorade Zero, varios sabores (sin azúcar)",bebidas sin azúcar,0,0.0,0.0,0.0
283,Jugo en polvo BC,bebidas sin azúcar,386,3.6,0.0,93.0
284,Jugo en polvo light,bebidas sin azúcar,285,0.0,0.0,71.2
285,"Jugo tipo BC, varios sabores (ali mento líquido dietético con 50% de jugo y pulpa)",bebidas sin azúcar,20,0.0,0.0,5.0
286,"Powerade Zero, varios sabores (sin azúcar)",bebidas sin azúcar,0,0.0,0.0,0.0
287,Ananá Fizz,bebidas alcohólicas y energizantes,60,0.0,0.0,8.0
288,"Aperitivo, tipo Gancia",bebidas alcohólicas y energizantes,163,0.2,0.0,13.7
289,"Bebida destilada, PROMEDIO",bebidas alcohólicas y energizantes,234,0.0,0.0,0.0
290,Bebida energizante,bebidas alcohólicas y energizantes,45,0.0,0.0,11.2
291,Cerveza con alcohol,bebidas alcohólicas y energizantes,43,0.5,0.0,3.6
292,Cerveza sin alcohol,bebidas alcohólicas y energizantes,25,0.4,0.0,5.4
293,Champagne,bebidas alcohólicas y energizantes,83,0.1,0.0,2.6
294,"Chicha, bebida tradicional obteni da por fermentación del maíz",bebidas alcohólicas y energizantes,94,0.6,0.0,16.0
295,Dr. Lemon,bebidas alcohólicas y energizantes,68,0.0,0.0,10.1
296,Fernet,bebidas alcohólicas y energizantes,280,0.0,0.0,0.0
297,"Licor, PROMEDIO",bebidas alcohólicas y energizantes,378,0.0,0.3,41.6
298,Sidra,bebidas alcohólicas y energizantes,43,0.0,0.0,4.3
299,Vermouth,bebidas alcohólicas y energizantes,138,0.1,0.0,13.5
300,Vino blanco,bebidas alcohólicas y energizantes,83,0.1,0.0,2.6
301,"Vino espumante, tipo Frizze",bebidas alcohólicas y energizantes,66,0.0,0.0,5.0
302,Vino Mistela,bebidas alcohólicas y energizantes,163,0.2,0.0,13.7
303,Vino tinto,bebidas alcohólicas y energizantes,84,0.1,0.0,2.7
304,Vodka,bebidas alcohólicas y energizantes,298,0.0,0.0,0.0
305,"Jugo de arándanos, natural",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,37,0.3,0.6,7.7
306,"Jugo de fruta, exprimido sin azú car agregada, envasado",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,47,0.6,0.2,10.7
307,"Jugo de fruta, pasteurizado no reconstituido",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,47,0.7,0.2,10.7
308,"Jugo de limón, exprimido",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,30,0.4,0.2,6.6
309,"Jugo de naranja, exprimido",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,45,0.7,0.2,10.2
310,"Jugo de papaya, natural",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,56,0.4,0.1,13.4
311,"Jugo de pomelo, exprimido",bebidas de frutas naturales o mínimamente procesadas sin azúcar agregada,40,0.5,0.1,9.2
312,Café instantáneo (polvo o granu lado para preparar),infusiones,355,12.2,0.5,75.4
313,Café instantáneo descafeinado (polvo o granulado para preparar),infusiones,392,21.6,0.2,76.0
314,Café preparado a partir de grano molido (tipo café de filtro),infusiones,1,0.1,0.0,0.0
315,Capucchino preparado,infusiones,27,1.7,1.0,2.7
316,Malta instantánea en polvo,infusiones,267,6.0,2.5,55.1
317,"McDonald's, BigMc",alimentos de locales de comidas rápidas,240,12.1,12.1,20.6
318,"McDonald's, Cajita Feliz, Hambur guesa con queso Grill",alimentos de locales de comidas rápidas,269,12.6,11.7,28.2
319,"McDonald's, Cajita Feliz, Hambur guesa Grill",alimentos de locales de comidas rápidas,257,12.4,9.3,30.9
320,"McDonald's, Cajita Feliz, Mc Tos tado",alimentos de locales de comidas rápidas,229,10.5,5.8,33.7
321,"McDonald's, Cajita Feliz, McNug gets X4",alimentos de locales de comidas rápidas,242,14.6,12.5,17.7
322,"McDonald's, Cajita Feliz, Papas Kids",alimentos de locales de comidas rápidas,292,4.0,16.0,33.0
323,"McDonald's, Cajita Feliz, Papas pequeñas",alimentos de locales de comidas rápidas,292,4.0,16.0,33.0
324,"McDonald's, Cajita Feliz, Tomate cherry 50g",alimentos de locales de comidas rápidas,23,1.1,0.5,3.6
325,"McDonald's, Club House",alimentos de locales de comidas rápidas,223,13.4,13.6,11.7
326,"McDonald's, Clubhouse/ Guaca mole/ Cryspi Onion BBQ con pollo crispy",alimentos de locales de comidas rápidas,165,13.9,5.7,14.5
327,"McDonald's, Clubhouse/ Guacamo le/ Cryspi Onion BBQ con pollo grill",alimentos de locales de comidas rápidas,159,14.0,5.8,12.6
328,"McDonald's, Cono",alimentos de locales de comidas rápidas,179,5.0,4.0,30.7
329,"McDonald's, Cuarto de Libra",alimentos de locales de comidas rápidas,273,14.8,15.3,19.0
330,"McDonald's, Doble Cuarto de Li bra con queso",alimentos de locales de comidas rápidas,281,18.1,17.3,13.2
331,"McDonald's, Hamburguesa",alimentos de locales de comidas rápidas,257,12.4,9.3,30.9
332,"McDonald's, Hamburguesa con queso",alimentos de locales de comidas rápidas,269,12.6,11.7,28.2
333,"McDonald's, Mc Flurry Oreo",alimentos de locales de comidas rápidas,169,4.0,5.7,25.5
334,"McDonald's, Mcnífica",alimentos de locales de comidas rápidas,199,10.6,11.0,14.5
335,"McDonald's, McNuggets x 10",alimentos de locales de comidas rápidas,242,14.6,12.5,17.7
336,"McDonald's, McPollo Grill",alimentos de locales de comidas rápidas,176,6.8,7.9,19.5
337,"McDonald's, Papas grandes",alimentos de locales de comidas rápidas,292,4.0,16.0,33.0
338,"McDonald's, Papas medianas",alimentos de locales de comidas rápidas,292,4.0,16.0,33.0
339,"McDonald's, Papas pequeñas",alimentos de locales de comidas rápidas,292,4.0,16.0,33.0
340,"McDonald's, Pollo Jr.",alimentos de locales de comidas rápidas,176,6.8,7.9,19.5
341,"McDonald's, Sundae chocolate",alimentos de locales de comidas rápidas,181,4.1,5.5,28.7
342,"McDonald's, Sundae dulce de leche",alimentos de locales de comidas rápidas,171,4.1,4.1,29.5
343,"McDonald's, Sundae frutilla",alimentos de locales de comidas rápidas,154,3.4,3.4,27.4
344,"McDonald's, Triple Mac",alimentos de locales de comidas rápidas,235,14.7,11.6,18.0
345,Dextrosa en polvo (gramo),suplementos nutricionales,400,0.0,0.0,100.0
346,Ensure Plus (mililitro),suplementos nutricionales,141,5.2,4.5,19.9
347,Ensure Plus drink (mililitro),suplementos nutricionales,141,5.2,4.5,19.9
348,Ensure polvo (gramo),suplementos nutricionales,418,16.0,14.0,57.0
349,Espesan (gramo),suplementos nutricionales,352,0.3,0.1,87.5
350,Fortisip Standard (mililitro),suplementos nutricionales,150,6.0,5.8,18.4
351,Frebini energy drink (mililitro),suplementos nutricionales,141,5.2,4.5,19.9
352,Glucerna SR polvo (gramo),suplementos nutricionales,364,18.8,15.2,37.9
353,Jevity (mililitro),suplementos nutricionales,87,4.0,3.5,10.0
354,Kas Mil polvo (gramo),suplementos nutricionales,494,16.2,25.0,51.0
355,MCT Oiltriglicéridos de cadena media (Nutricia Bagó) (mililitro),suplementos nutricionales,855,0.0,95.0,0.0
356,Neocate polvo (gramo),suplementos nutricionales,483,13.0,24.5,52.5
357,Nutramigen LGG (gramo),suplementos nutricionales,514,14.1,27.0,53.6
358,Osmolite NH (mililitro),suplementos nutricionales,101,4.0,3.4,13.6
359,"Pediasure complete, en polvo (gra mo)",suplementos nutricionales,460,13.9,18.1,60.4
360,Polimerosa (gramo),suplementos nutricionales,400,0.0,0.0,100.0
361,Supportan (mililitro),suplementos nutricionales,138,10.0,6.7,9.4
362,Fresubin Powder Fibre (gramo),suplementos nutricionales,364,18.8,15.2,37.9
