id_alimento,nombre,categoria,kcal_100g,proteinas_100g,grasas_100g,carbs_100g
820,"Hígado de pollo, crudo",carnes,114,16.9,4.8,0.7
821,"Hígado de pollo, cocido",carnes,165,25.8,6.4,1.1
822,"Jabalí, crudo",carnes,116,21.5,3.3,0.0
823,Jamón cocido,carnes,107,18.4,3.3,1.0
824,Jamón crudo,carnes,319,28.8,22.6,0.2
825,Leberwurst,carnes,322,14.1,28.5,2.2
826,"Lengua, cruda",carnes,219,14.9,16.1,3.7
827,"Lengua, hervida",carnes,278,19.3,22.3,0.0
828,Lomito ahumado,carnes,115,18.7,4.0,1.0
829,Longaniza,carnes,425,21.7,37.0,1.2
830,Matambre (fiambre),carnes,176,21.3,10.1,0.0
831,Milanesa de carne vacuna rebo zada (carnicería),carnes,160,18.9,3.0,14.5
832,Milanesa de pollo rebozada (pollería / granja),carnes,172,19.8,3.9,14.5
833,"Milanesa de pollo, prefrita con gelada",carnes,242,14.3,15.0,12.4
834,"Mollejas, crudas",carnes,232,12.2,20.4,0.0
835,"Mollejas, a la parrilla",carnes,312,21.9,25.0,0.0
836,"Mondongo, crudo",carnes,81,12.1,3.7,0.0
837,"Mondongo, hervido",carnes,91,11.7,4.1,2.0
838,Morcilla,carnes,374,14.6,34.5,1.3
839,Mortadela,carnes,306,16.4,25.4,3.1
840,Nuggets o patitas de pollo,carnes,262,12.0,17.3,14.5
841,"Osobuco, crudo",carnes,210,20.0,14.4,0.0
842,"Osobuco, hervido",carnes,349,33.4,24.0,0.0
843,Paleta (fiambre),carnes,107,18.4,3.3,1.0
844,Panceta,carnes,389,13.7,37.1,0.0
845,Pastrón,carnes,141,21.8,5.8,0.4
846,Paté / picadillo,carnes,315,14.2,28.0,1.5
847,"Pato, crudo",carnes,130,18.3,6.0,0.9
848,"Pato, al horno",carnes,195,23.5,11.2,0.0
849,"Pavo, crudo",carnes,108,22.6,1.9,0.1
850,"Pavo, al horno",carnes,151,29.1,3.8,0.0
851,"Pollo con piel, crudo",carnes,208,17.1,15.5,0.1
852,Pollo con piel (horno/parrilla),carnes,216,24.0,13.4,0.0
853,"Pollo sin piel, crudo",carnes,106,20.3,2.7,0.0
854,Pollo sin piel (horno/parrilla),carnes,160,25.0,6.6,0.0
855,"Pollo, menudos, crudos",carnes,122,18.1,5.0,1.1
856,"Pollo, menudos, cocidos",carnes,158,26.8,5.2,0.9
857,"Pollo, pechuga sin piel, crudo",carnes,114,22.5,2.6,0.0
858,"Pollo, pechuga sin piel (horno/pa rrilla)",carnes,151,30.5,3.2,0.0
859,"Rana, cruda",carnes,64,15.5,0.2,0.0
860,"Riñón, crudo",carnes,99,17.4,3.1,0.3
861,Riñón (horno/parrilla),carnes,151,27.3,4.7,0.0
862,Salame,carnes,372,21.1,31.7,0.7
863,Salchicha de viena,carnes,226,15.3,17.2,2.6
864,Salchicha de viena light,carnes,140,12.0,9.5,1.6
865,"Salchicha parrillera, cruda",carnes,296,13.6,25.1,3.8
866,"Salchicha parrillera, a la parrilla",carnes,405,18.7,34.4,5.2
867,Salchichón,carnes,243,15.3,19.9,0.7
868,"Sesos, crudos",carnes,140,10.9,10.3,1.1
869,"Sesos, hervidos",carnes,147,11.7,10.5,1.5
870,"Ubre, cruda",carnes,230,15.4,18.7,0.0
871,"Vacuno, cortes grasos*, PROME DIO, crudo",carnes,210,20.0,14.4,0.0
872,"Vacuno, cortes grasos*, PROME DIO, hervido",carnes,349,33.4,24.0,0.0
873,"Vacuno, cortes grasos*, PROME DIO, horno/parrilla",carnes,240,26.1,15.1,0.0
874,"Vacuno, cortes magros**, PRO MEDIO, crudo",carnes,138,22.2,5.5,0.0
875,"Vacuno, cortes magros**, PRO MEDIO, hervido",carnes,283,45.2,11.3,0.0
876,"Vacuno, cortes magros**, PRO MEDIO, horno/parrilla",carnes,198,29.5,8.9,0.0
877,"Vacuno, cortes semigrasos***, PROMEDIO, crudo",carnes,176,21.3,10.1,0.0
878,"Vacuno, cortes semigrasos***, PROMEDIO, hervido",carnes,293,35.6,16.8,0.0
879,"Vacuno, cortes semigrasos, (ej: lomo, carne picada especial, roast beef, paleta, bife angosto, tortuguita, palomita), PROMEDIO, horno/parrilla",carnes,225,28.2,12.5,0.0
880,"Vizcacha, cruda",carnes,160,23.9,3.7,7.7
881,"Huevo de codorníz, entero, crudo",huevos,175,13.6,13.3,0.1
882,"Huevo de codorníz, entero, her vido",huevos,175,13.6,13.3,0.1
883,"Huevo de gallina, clara, cruda",huevos,51,11.6,0.2,0.7
884,"Huevo de gallina, clara, hervida",huevos,51,11.6,0.2,0.7
885,"Huevo de gallina, entero, crudo",huevos,156,12.0,11.8,0.4
886,"Huevo de gallina, entero, hervido",huevos,156,12.0,11.8,0.4
887,"Huevo de gallina, yema, cruda",huevos,339,16.6,28.7,3.6
888,"Huevo de gallina, yema, hervida",huevos,339,16.6,28.7,3.6
889,"Abadejo, crudo",pescados y mariscos,72,15.8,0.9,0.2
890,"Almeja, cruda",pescados y mariscos,82,14.7,1.0,3.6
891,"Anchoa, enlatada en aceite",pescados y mariscos,203,28.9,9.7,0.0
892,"Atún, enlatado al natural",pescados y mariscos,86,19.4,1.0,0.0
893,"Atún, enlatado en aceite",pescados y mariscos,190,29.1,8.2,0.0
894,"Atún, lomito fresco, crudo",pescados y mariscos,137,23.3,4.9,0.0
895,"Bocaditos de pescado, prefritos",pescados y mariscos,248,19.0,9.7,21.1
896,"Brótola, cruda",pescados y mariscos,83,17.6,1.2,0.4
897,"Caballa, enlatada",pescados y mariscos,149,23.2,6.3,0.0
898,"Calamar, crudo",pescados y mariscos,99,18.5,1.4,3.1
899,Camarón,pescados y mariscos,91,21.0,0.8,0.0
900,"Cornalitos, crudos",pescados y mariscos,86,16.0,2.2,0.6
901,"Corvina, cruda",pescados y mariscos,97,19.5,1.9,0.4
902,"Dorado, crudo",pescados y mariscos,99,18.8,2.6,0.0
903,"Gatuzo, crudo",pescados y mariscos,72,17.4,0.2,0.1
904,Hamburguesa de pescado (pes cadería),pescados y mariscos,136,23.9,2.5,4.5
905,Kani Kama,pescados y mariscos,96,15.2,0.9,6.9
906,Langostino,pescados y mariscos,96,22.0,0.9,0.0
907,"Lenguado, crudo",pescados y mariscos,88,17.5,1.9,0.2
908,"Mejillón, crudo",pescados y mariscos,83,11.9,2.2,3.7
909,"Merluza, cruda",pescados y mariscos,80,17.1,1.3,0.0
910,Merluza,pescados y mariscos,104,22.2,1.7,0.0
911,"Merluza, enlatada en agua y acei te",pescados y mariscos,170,23.2,8.6,0.0
912,"Milanesa de pescado, prefrita",pescados y mariscos,248,19.0,9.7,21.1
913,"Pacú, crudo",pescados y mariscos,121,20.7,4.2,0.0
914,Pacú,pescados y mariscos,155,26.5,5.4,0.1
915,"Palometa, cruda",pescados y mariscos,215,20.1,14.8,0.4
916,Palometa,pescados y mariscos,277,25.8,19.0,0.9
917,"Pejerrey, crudo",pescados y mariscos,86,18.6,1.2,0.2
918,Pejerrey,pescados y mariscos,110,23.8,1.5,0.3
919,"Pescados de mar (ej: brótola, corvina blanca, gatuso, lenguado, merluza, etc.), PROMEDIO, crudo",pescados y mariscos,80,17.1,1.3,0.0
920,"Pescados de río (ej: dorado, pa lometa, surubí, trucha, etc.), PRO MEDIO, crudo",pescados y mariscos,134,20.2,5.9,0.1
921,"Pollo de mar, crudo",pescados y mariscos,100,20.0,2.0,0.4
922,"Pulpo, crudo",pescados y mariscos,78,14.9,1.0,2.2
923,Rabas (restaurant),pescados y mariscos,259,16.1,14.5,15.9
924,"Sábalo, crudo",pescados y mariscos,148,22.7,6.4,0.0
925,"Salmón blanco, crudo",pescados y mariscos,114,21.6,3.0,0.2
926,"Salmón rosado, crudo",pescados y mariscos,122,20.5,4.4,0.0
927,"Sardinas, enlatadas al natural",pescados y mariscos,170,22.1,9.1,0.0
928,"Sardinas, enlatadas en aceite",pescados y mariscos,202,24.6,11.5,0.0
929,"Surubí, crudo",pescados y mariscos,110,18.2,4.0,0.2
930,"Trucha, cruda",pescados y mariscos,113,20.5,3.5,0.0
